text,Dialect
نقدر نبقى فالغرفة ديالي حتى الساعة الثانية بعد الزوال ؟,DZ
آه ، آه . نهارك سعيد في وقتك . اتفقنا .,DZ
راني حاب فيلم من هاذ الرقم ديال ال إيه إس إيه لهاذ آلة التصوير ، من فضلك .,DZ
وين راهم لوحات موني ؟,DZ
هاذ البيتزا بنينة ، شكون دارها ؟,DZ
واش هو الذوق تع هاذ الطبق ؟,DZ
هما تاني بزاف غاليين .,DZ
وقتاش يروح القطار الموالي لبوستون ؟,DZ
شحال شاطر هاذ المتزحلق على الماء .,DZ
سامحني اليدين قصار بزاف .,DZ
نقدرو نورولك كيفاش تحط البترول ؟,DZ
اذا كان فطور الصباح داخل فالسعر تع الفندق ؟,DZ
هاذا ماكان ؟,DZ
في أخر هاذ الطريق .,DZ
لو سمحت تشغل العداد .,DZ
البرد بزاف فالغرفة ديالي .,DZ
نكون في الخدمة ديالك غير نتفرغ شوية .,DZ
راني نحس بروحي أفضل .,DZ
من فضلك وريلي وين راني على هاذ المخطط .,DZ
مئة بالمئة قطن .,DZ
راني حاب نبدل لغرفة تطل على المحيط . كاين إضافة ؟,DZ
شحال الكرية تع اللوحة لنص نهار ؟,DZ
العاشر نوفمبر .,DZ
عندها ذوق بزاف .,DZ
وقتاش نقلعو ؟,DZ
كيفاش نفهم السائق بلي حبيت نهبط ؟,DZ
أربعة و عشرون دولار . حبيت كثر ؟,DZ
درت الحجز لطوكيو عندها شهر .,DZ
نشكرك من أعماق قلبي .,DZ
لازم نهبط هنا باش نروح لمركز روكفيلر ؟,DZ
تقدر تقيسلي شحال نلبس في رجلي .,DZ
روعة .,DZ
تحب تخرج معايا ؟,DZ
من فضلك تنظفلي هاذ المنوطو .,DZ
راني حاب نكري سفينة بمحرك .,DZ
وين جاي القسم تع النسا ؟,DZ
القهوة ماشي داخلة ؟,DZ
واش من المجال كان من قبل ؟,DZ
اللعنة ، اللعنة ، اللعنة ، اللعنة . والفت وجهها .,DZ
لازم نخلص زيادة باش ندخل لهاذ البناية ؟,DZ
الجرح ديالي وجعني .,DZ
وين راهي المحطة ؟,DZ
عندي قشعريرة برد و رجفة .,DZ
ثلاث أيام .,DZ
مانيش حاب واحد ضخم .,DZ
يكون تأخر صغير .,DZ
واش هو الفرق بين هاذ الفنادق ؟,DZ
كانت هايلة ، صحا .,DZ
عندك حاجة طويلة شوية ؟,DZ
تاريخ انتهاء الصلاحية ألف و تسعمئة و تسعة و تسعون .,DZ
كاين كازينو مليح ؟,DZ
تفضل الدراهم تع أقلام الحبر . ورقة مئة دولار .,DZ
وين جاي القسم تع النسا ؟,DZ
وين نقدر نومباركي ؟,DZ
صاحبي راهو مجروح .,DZ
جاك شباب .,DZ
تقدر تحففلي الشلاغم ؟,DZ
منقدرش نبيع هاذا بلا وصفة .,DZ
نقدر نحجز خمسة أماكن في نفس الصف ؟,DZ
واش من سيارة هي الأكثر اقتصادية ؟,DZ
مايكونش ليك تخفيض ، مكالاه لا تصر .,DZ
تقدر تفتح هاذ الساك ، من فضلك ؟ واش عنك لداخل ؟,DZ
راني حاب ندير اتصال طويل المسافة لفندق هيلتون في بوسطن .,DZ
حذاري ، الأسقف هابطة .,DZ
منقدرش نشوف مليح الشاشة من هنا . نقدر نبدل المكان دوكا ؟,DZ
زرت منطقة البحيرات الكبرى للمرة الأولى .,DZ
كاين مشكل مع الموزع الأوتوماتيكي .,DZ
لازم نشوف طبيب .,DZ
شحال المدة التي قضاتها فالمملكة المتحدة ؟,DZ
محب للفنون الجديدة وتقدر تتمتع بلا شك بلوحات الهيبيش ومشهد موسيقى الشارع .,DZ
وقتاش ؟,DZ
راك تشوف هاذ البناية البيضاء ، ياك ؟ مقابل هاذ البناية .,DZ
اليابانيين ميخذوش عطل طويلة .,DZ
راني حاس بلي راهم يشوفو فيا . اذا جاجة نادرة كي يشوفو يابانيين ؟,DZ
من أي اتجاه جاية الدخلة للبريد المركزي ؟,DZ
وين جاية المحطة البرية قرايهوند في هاذ المدينة ؟,DZ
بصح اذا المطاعم اليابانية ماشي غاليين في كيوتو ؟,DZ
نظن بلي شوية قوي عليا .,DZ
راني حاب السعر الموصى به .,DZ
وين نقدر نشري تذكرة مترو ؟,DZ
يكون عندي أماكن في درجة الأعمال ، ياك ؟,DZ
شحال السعر تع ركوب الطاكسي بين الفندق و المحطة ؟,DZ
نقدر ندي هاذا و هاذا ، من فضلك ؟,DZ
يقولوا بلي اليابان بلد غني باف .,DZ
كاين غرف فعربات النوم ؟,DZ
هاذي هدية لصديق .,DZ
الثلج يرجع الطريق تزلق .,DZ
مصبطش آلة التصوير ديالي .,DZ
عندك كاش حاجة تصرح بيها ؟,DZ
مشفتش مونطو أزرق ؟ حطيتو فوق هاذ الكرسي .,DZ
جيت من طوكيو .,DZ
راني حاب بلسم روفلون .,DZ
عندي حوايج للغسيل .,DZ
ناخذ شكولاطة ساخنة .,DZ
نقدرو نديرو تعديل باش ننظفو الغرفة ديالك .,DZ
واحد خاص ، من فضلك .,DZ
شحال السعر للفندق سي ؟,DZ
راني حاب نحجز طاولة من الثانية بعد الزوال حتى السابعة مساءا ، من فضلك .,DZ
راني حاب كريمة ليلية .,DZ
تقدر تغلفلي الهدية ؟,DZ
راهي الثالثة و الربع بعد الزوال .,DZ
راني نخطط لارسال الفواتير الخاصة بالنفقات الأساسية ديالي ، لذلك من فضلك أعطني عنوان واسم الشخص المسؤول .,DZ
عندك هاذي بنفس النوع بكعب عالي كثر ؟,DZ
راني حاب تريكو لولد عندو عشر سنين .,DZ
اديني ل أبي راود ، من فضلك .,DZ
راني متأكد بلي حجزت .,DZ
دوك نبعتهولك ، اذا حبيت تستنا هنا .,DZ
عندي صداع خفيف .,DZ
عجبني بزاف الطبق .,DZ
لالا ، تقدر تاخذ مقعد و تستنا ، من فضلك . نرجع فالحين .,DZ
تقدر ترسملي مخطط ، من فضلك ؟,DZ
تعداو عليا في شاطئ وايمانالو . ارواح دوكا من فضلك .,DZ
واش رايك في مئة دولار ؟,DZ
راني حابو مغلف .,DZ
راني حاب نعاود البطاقة ديالي .,DZ
الدولة دعمت النهوض بالصناعات .,DZ
عندو كثر من خمسين سنة ، نظن .,DZ
عندك مخطط بسيط للمدينة ؟,DZ
وقتاش يوصل القطار لسان دييقو ، من فضلك ؟,DZ
راني حاب نضرب طلة على البوكس ديالك .,DZ
راني حاب شامبوان .,DZ
هبطت في فندق الهيلتون .,DZ
مانيش نحس روحي مليح و عندي غثيان .,DZ
بصح عندي موعد معاها على الثانية بعد الزوال .,DZ
هاذ العربة تروح لإيدنبره ؟,DZ
ايه ، من فضلك عمر هاذ الاستمارة .,DZ
واش هي الزيادة للأمتعة الزائدة ؟,DZ
وقتاش نقدر نسجل خروج ؟,DZ
فهمت .,DZ
دوك نتصل بكاش واحد .,DZ
جاءت السيارة في وجهي من جهة التقاطع .,DZ
هي علبة موسيقى .,DZ
وين جاية الضاحية ؟,DZ
كاين رحلة للمدينة بالحافلة ؟,DZ
وقتاش نبداو ؟,DZ
موافق ، سيدي . فالقياس المتوسط ، نقترح عليك ماريكوري سابل ، واش رايك ؟,DZ
انشدت العضلة ديالك .,DZ
بصح لازم توعدني انت تضرب الكرة ، ماشي أنا ، موافق ؟,DZ
على شحال المسافة ؟,DZ
نقدر نتسلف الحوايج ؟,DZ
واشنو هو نوع الجلد تع هاذ الحقيبة ؟,DZ
منظنش بلي هاذ الموس نقي . تقدر تعطيني واحدأوخر ؟,DZ
شريت هاذا عندها مدة ، بصح اذا تقدر تبدلهولي بهاذا ؟,DZ
باش نصارحك ، مانيش موافق مع هاذا .,DZ
اذا هاذا هو الطريق الصحيح إلى البريد المركزي ؟,DZ
باخرة بدليل ، من فضلك .,DZ
راني حاب نطلب بدلة بلون غامق ليا .,DZ
هاذ المظلة تقدر تكون كيما العصا .,DZ
تقدر توريلي جواز السفر ديالك ، من فضلك .,DZ
كاين كاش مكان يقبلو يغسلو لحوايج يوم الأحد ؟,DZ
شيزبرغر ، من فضلك .,DZ
واش من حافلة تروح لميامي ؟,DZ
بصح حتى بقشيش ماهو لازم .,DZ
تقدر تشوف واحد في كارنجي هول .,DZ
أنا غيرمعتمد .,DZ
واش هو التخصص تع البيت ؟,DZ
راني حاب ناخذ موعد عند الطبيب .,DZ
اذا تنزعج اذا جيت عندكم ؟,DZ
يبان يحتاج تحسن .,DZ
وين جاي الميترو ؟,DZ
عندكم مقاس صغير عليه ؟,DZ
وين نقدر نصيب الأسبيرين ؟,DZ
اذا بالسعر الأقل كامل ؟,DZ
من فضلك أعطيني بطاقة لأسبوع .,DZ
هاوليك زميلي .,DZ
واش من نوع تاع المازوت كاين ؟ سوبر ، عادي ، منقى ؟,DZ
هاوليك واحد .,DZ
حكمتني نزلة برد .,DZ
أنقليس مشوي بصلصة خاصة على الروز .,DZ
"قالي "" هيا نحتفلوا "" واداني للبار . قالي راهو رايح يدير اتصال بالهاتف و راح بلاما يولي وانا صبت روحي حاصل بفاتورة كبيرة .",DZ
شحال للغالون الواحد ؟,DZ
عندي جواز السفر و بطاقة الائتمان دياولي فالساك ديالي .,DZ
حجز للساعة السبعة باسم مانو .,DZ
ماراكش حاب كاس شاي ؟,DZ
كاين طبيب فالفندق ولا تع الدوام ؟,DZ
يدير دايمن التسوق ديالو في بوند سشريت .,DZ
جريدة انجليزية ، من فضلك .,DZ
كاين مكان يلعبو فيه موسيقى البلد ؟,DZ
كاين واحدأوخرين من الصوف ؟,DZ
شحال للورقة ؟,DZ
حسنا ، دير تسعة صفر واحد واحد ، أمبعد رمز البلد و رقم الهاتف .,DZ
نقدر نتحصل على الكولا لايت ؟,DZ
نقدر ندير طلبية ؟,DZ
درنا طريق مليحة . صحا .,DZ
عدد السكان الاجمالي فاليابان تقريب مئة و ثلاثون مليون .,DZ
راني حاب نكري شمسية .,DZ
ايه ، راني حاب نعكس الرسوم .,DZ
محفظة فيها مئة دولار و زوج بطاقات ائتمان .,DZ
الماء سخون بزاف .,DZ
راك هنا .,DZ
ماشي محتمل بزاف .,DZ
وجعتني كرشي بعد الأكل .,DZ
واو ، شحال شباب المكان .,DZ
يقدر يكون عندو انسداد هواء .,DZ
قررت ؟,DZ
اذا تفضل ، نقدرو نريحو هنا .,DZ
ماشي ساهل باش تبدل الخدمة .,DZ
واش هي المحطة المقبلة ؟,DZ
جيد ، بصح ماشي المدرجات تع برا ، السخانة بزاف اليوم .,DZ
راني حاس بلي راح نزيد نرقد .,DZ
مراني حاب حتى حاجة كبيرة فالحجم .,DZ
تحقق ، من فضلك .,DZ
الفاتورة ، من فضلك . تاخذو بطاقات الفيزا ؟,DZ
اليوم ، نروح نشوف كيفاش دايرة شايناطاون .,DZ
اثنان صفر اثنان تسعة ثلاثة تسعة ستة سبعة صفر صفر .,DZ
راني حاب اناحي ضرسة .,DZ
راني حاب حقيبة ماكياج .,DZ
"وين نقدر نشوف "" لوفونطوم دو لوبيرا "" ؟",DZ
راني حاب نشري هدايا تذكارية لصحابي . تقدر تنصحني ؟,DZ
بشوية ، من فضلك .,DZ
مقلي من الجهتين ، من فضلك .,DZ
يكون واجد بعد غدوة مع العشية .,DZ
اذا مصنوع من القطن ؟,DZ
واش نقدر نشوف في هاذ الرحلة ؟,DZ
ايه ، كاين على الأقل مشروب واحد .,DZ
شحال لنهار واحد ؟,DZ
راني حاب سي دي .,DZ
كاين رحلات الخطوط الجوية اليابانية وأول نيبون لي يروحو على الحداش غير خمسة . بصح الرحلات بين زوج معمرين .,DZ
جاني مليح .,DZ
نقدرو نتحصلو على طاولة لخمسة أشخاص ؟,DZ
مانفهم والو الانجليزية .,DZ
تقدر تعتني بيها من التاسعة تع الصبح حتى الثلاثة بعد الزوال تقريبا ؟,DZ
شحال السعر تع البريد الجوي لليابان ؟,DZ
راني حاصل برا . تقدر تفتحلي بابي ، من فضلك .,DZ
واش هي أفضل رحلة باش نشوف الأماكن الشهيرة ؟,DZ
لالا ، سيدي . هاذ اليوم بعد منتصف النهار محكوم كامل . بصح غدوة مليح .,DZ
دوك نسقسي السعر الصحيح من البواب .,DZ
سامحني بزاف .,DZ
نديرو حفلة لعشية تع الجمعة . تحب تلتحق بينا ؟,DZ
جيد ، الغرفة ديالكم هي تسعمئة و ثمانية يا آنساتي . هاكو المفتاح ديالكم .,DZ
عفوا ، سيدي الضابط ؟,DZ
هاذ القطار يروح مباشرة إلى ايدينبرا ؟,DZ
