tokens_no_stopwords,Dialect
"['سلام', 'الحباب', 'هاد', 'الوسط', 'اعداء', 'النجاح', 'كيشوفوني', 'شاق', 'طريقي', 'للقدام', 'وكيحاولو', 'يهرسوني']",1
"['نصيحه', 'اليوم', 'تيق', 'فراسك', 'وحط', 'هدف', 'قدامك', 'وخدم', 'مزيان', 'وحيد', 'الناس', 'تهرسك', 'وتهضر', 'فضهرك']",1
"['سلام', 'وجوه', 'الخير', 'غادي', 'نديرو', 'الغربال', 'شويا', 'كيتسنا', 'الجديد', 'يبان', 'هنايا', 'قريبا', 'المفاجاه']",1
"['عيد', 'اضحي', 'مبارك', 'ابن', 'جرير']",1
"['تهنيه', 'خاصه', 'يسرنا', 'ويسعدنا', 'ان', 'نتقدم', 'اليكم', 'باصدق', 'التهاني', 'والتبريكات', 'بمناسبه', 'قرب', 'عيد', 'الاضحي']",1
"['ليله', 'سعيده', 'تحياتي', 'ليكم', 'احسن', 'فانز']",1
"['سلام', 'حبابي', 'توحشتكم', 'واش', 'كاين', 'شي', 'صهد', 'عندكوم', 'كنبغيكم', 'بزاف', 'بون', 'ويكاند', 'تسناو', 'الجديد']",1
"['خالقين', 'السعاده']",1
"['نهاركم', 'مبروك', 'اغلي', 'الناس']",1
"['الحياه', 'وكيف', 'كتجيه', 'الحاصول', 'تهلاو', 'فراسكم', 'واليديكم', 'وحتي', 'كيبغيكم', 'احبكم', 'اغلي', 'ناس']",1
"['كوكو', 'مبروك', 'عيدكم', 'بكل', 'ماتمنيتو', 'فحياتكم', 'كنبغيكم', 'حبيبتي', 'اختي', 'الصغيره', 'نسرين']",1
"['بصحه', 'فطوركم']",1
"['كنهديها', 'لكل', 'الامهات', 'ورمضان', 'مبارك', 'سعيد', 'مدينه', 'ابن', 'جرير']",1
"['الحمد', 'لله', 'الاب', 'ديالي', 'بخير', 'كنشكر', 'اي', 'صيفط', 'ليا']",1
"['دعواتكم', 'ابي', 'الله', 'يشافيه', 'ربي']",1
"['اختي', 'حبيبتي', 'نسرين', 'احبك', 'وسابقي', 'احبك', 'الي', 'الابد', 'قولو', 'ليها', 'بصحه', 'البيسيكليت']",1
"['شكرا', 'مراكش', 'تحياتي', 'مراكش']",1
"['وجوه', 'الخير', 'ناس', 'ديال', 'مراكش', 'موعدنا', 'ليوما', 'فدار', 'الثقافه', 'الداوديات', 'بمراكش', 'جيو', 'بزاف', 'كنبغيكم']",1
"['واخيرا', 'فنان', 'واعتز', 'فنان', 'وتقاتلت', 'بزااف', 'عليها', 'فنان', 'وفرحان', 'والحمد', 'لله', 'بغيت', 'نشارك', 'معاكم', 'احلي', 'اوقاتي']",1
"['قريبا', 'غادي', 'نوريكم', 'الحاجه', 'شحال', 'هادي', 'وانا', 'خدام', 'عليها', 'وتحياتي', 'ليكم', 'كنبغيكم', 'بزاف']",1
"['وجوه', 'الخير', 'موعدنا', 'يوما', 'الجمعه', 'والاحد', 'المقبلين', 'ساحه', 'الحريه', 'بمدينه', 'الاره', 'علي', 'الساعه', 'السابعه']",1
"['الحمد', 'لله', 'الحفل', 'داز', 'مزيان', 'والجمهور', 'زوين', 'بزاف', 'تحياتي', 'لولاد', 'بنات', 'بلادي', 'وكشكر', 'سي', 'نورالدين']",1
"['ولاد', 'وبنات', 'بلادي', 'توحشتكوم', 'موعدنا', 'يوم', 'الاحد', 'ابريل', 'اختتام', 'مهرجان', 'السينما', 'بابن', 'جرير']",1
"['الحمد', 'لله', 'كلشي', 'داز', 'مزيان', 'شكرا', 'لكل', 'الناس', 'كانو', 'حاضرين']",1
"['وجوه', 'الخير', 'حنا', 'فالاستعدادات', 'واش', 'واجدين']",1
"['نصيحه', 'اليوم', 'فاش', 'كتحس', 'براسك', 'مبرزط', 'ومرون', 'لعب', 'شحاجا', 'باش', 'تحيد', 'القلق']",1
"['نهاركم', 'مبروك', 'بدايه', 'اسبوع', 'موفقه']",1
"['عجباتني', 'هاد', 'اللعيبه', 'جاوبوني', 'بالصراحه']",1
"['نصيحه', 'اليوم', 'الكلام', 'الناقس', 'مورا', 'الظهر', 'كيبقا', 'ديما', 'مورا', 'الظهر', 'وكيخليك', 'ديما', 'تزيد', 'لقدام']",1
"['الحمد', 'لله', 'بالموسيقا', 'ديالي', 'وصلت', 'دزت', 'فبزاف', 'دالبلايص', 'وهذا', 'شرف', 'كبير', 'ليا', 'وهذا', 'فضل', 'التشجيعات']",1
"['شكرا', 'بزاف', 'الناس', 'ديال', 'تمماره', 'الحمد', 'لله', 'الحفل', 'داز', 'مزيان', 'وشكر', 'خاص', 'للسيد']",1
"['عام', 'والمراه', 'بالف', 'خير', 'بمناسبه', 'عيد', 'المراه']",1
"['اش', 'داني', 'علاش', 'مشيت', 'نتفكرو', 'ايام', 'زمان']",1
"['وجوه', 'الخير', 'تسناوني', 'طو', 'كور', 'طو', 'تيي', 'كنبغيكم']",1
"['نصيحه', 'اليوم', 'فكر', 'مزيان', 'مدير', 'اي', 'حاجا', 'وفاش', 'تقتانع', 'خود', 'القرار']",1
"['نصيحه', 'اليوم', 'تيق', 'فراسك', 'وكون', 'نتا', 'نتا', 'كون', 'داكشي', 'بغيتي', 'ماشي', 'داكشي', 'بغاو', 'هوما']",1
"['الخير', 'كازابلانكا', 'نهاركم', 'مبروك']",1
"['امي', 'الحبيبه', 'عام', 'وانت', 'بخير', 'سنه', 'سعيده', 'وكل', 'عام', 'وانت', 'حبيبتي', 'كنبغيك']",1
"['نصيحه', 'اليوم', 'تدين', 'تدان', 'ديرها', 'زوينا']",1
"['نهاركم', 'مبروك', 'كنصحكم', 'تجيو', 'ديرو', 'دوره', 'فالمعرض', 'الدولي', 'للنشر', 'والكتاب', 'باش', 'تستافدو', 'شويه']",1
"['النور', 'مسجد', 'الحسن', 'الثاني', 'الدار', 'البيضاء']",1
"['حبابي', 'اغلي', 'الناس', 'شكون', 'كيتسنا', 'الجديد', 'يبان']",1
"['نهاركم', 'مبروك', 'بغيتكم', 'تسولوني', 'اي', 'سؤال', 'طاح', 'ليكم', 'علي', 'بالكم', 'نحاول', 'نجاوبكم']",1
"['كنشوف', 'بعيد', 'وداكشي', 'بغيت', 'نوصل', 'ليه', 'كيبانلي', 'قريب', 'بالخدمه', 'والجد', 'اي', 'حاجا', 'ممكنه']",1
"['النور', 'ونهاركم', 'مبروك', 'ختي', 'وخويا', 'صغار', 'سمعو', 'الجديد', 'وعجبهم', 'كيقولو', 'ليكم', 'تسناو', 'الجديد']",1
"['نهاركم', 'مبروك', 'شكون', 'غادي', 'يتفرج', 'ليوما', 'فالماتش', 'ديال', 'المنتخب', 'المغربي', 'فناضاركم', 'اشنو', 'غادي', 'يديرو']",1
"['نهاركم', 'مبروك', 'واش', 'نتوما', 'لاباس']",1
"['الحمد', 'لله', 'كلشس', 'داز', 'مزيان', 'جمعيه', 'اميج', 'شكرا', 'بزاف', 'كازا']",1
"['شكرا', 'بزاف', 'لاعز', 'الناس', 'سولو', 'فيا', 'صراحه', 'مريض', 'بزاف', 'ولاكن', 'كين', 'تحسن', 'الحمد', 'لله', 'كنبغيكم', 'بزاف']",1
"['عريز', 'يدعي', 'معايا', 'بالشفاء']",1
"['الفنان', 'الشعبي', 'الحاج', 'موغيت', 'عجباتو', 'اغنيه', 'وكيسلم', 'عليكم', 'كاملين']",1
"['جلاله', 'الملك', 'محمد', 'السادس', 'يهني', 'مجموعه', 'فناير']",1
"['تحياتي', 'لاحسن', 'فانز', 'فالعالم', 'كنبغيكم']",1
"['النور', 'وجوه', 'الخير']",1
"['نهاركم', 'مبروك']",1
"['سررت', 'بلقايك', 'اخي', 'الاعلامي', 'المتميز']",1
"['نهاركم', 'مبروك', 'شكون', 'كيتسنا', 'كنبغيكم']",1
"['نهاركم', 'مبروك', 'واش', 'عندكم', 'شي', 'شتا']",1
"['الحمد', 'لله', 'داز', 'التصوير', 'مزيان', 'كنشكر', 'فريق', 'العمل', 'الناس', 'شاركو', 'معايا', 'كاملين', 'كنبغيكم', 'بزاف', 'تسناو']",1
"['الاغنيه', 'الجديده', 'سالات', 'تسناوها', 'قريبا', 'انشاء', 'الله', 'كنبغيكم', 'بزاف']",1
"['سلام', 'وجوه', 'الخير', 'صراحه', 'هادشي', 'زوين', 'اول', 'مره', 'كنحضر', 'ليه', 'سلام']",1
"['شكرا', 'بزاف', 'تفكرتوني', 'فعيد', 'ميلادي', 'فاليوم', 'ولدوني', 'جوج', 'ديال', 'الناس', 'الواليدين', 'الله', 'يطول', 'فعمرهم']",1
"['يوم', 'جميل', 'عايلتي', 'الجميله', 'نهاركم', 'مبروك']",1
"['طريقي', 'الي', 'مدينه', 'اكادير', 'اكاديريين', 'واش', 'كاينين']",1
"['الله', 'الماء', 'كثير', 'ومكيحبسش', 'والجو', 'زوين', 'بزاف', 'وجوه', 'الخير', 'شكون', 'فايت', 'ليه', 'مشا', 'لهاد', 'البلاصا']",1
"['تحياتي', 'ليكم', 'حبابي', 'كنبغيكم', 'جنان', 'اسردون']",1
"['نهاركم', 'مبروك', 'الاستمتاع', 'بالوقت', 'عايلتي', 'الجميله', 'منابع', 'ام', 'الربيع']",1
"['زياده', 'جديده', 'فالعايله', 'مبروك', 'عمي', 'رشيد', 'تتربا', 'فعزكم', 'ان', 'شاء', 'الله', 'ابن', 'جرير']",1
"['النور', 'حبابي', 'جمعه', 'مباركه', 'ابن', 'جرير']",1
"['النور', 'الحب', 'والموسيقي']",1
"['عيد', 'مبارك', 'سعيد', 'نهاركم', 'مبروك']",1
"['نهاركم', 'مبروك', 'واش', 'العيد', 'الحباب', 'ابن', 'جرير']",1
"['كنفكر', 'بزااف', 'وكنعطي', 'وقتي', 'كامل', 'باش', 'تسمعو', 'موسيقي', 'زوينه', 'ونقيه']",1
"['راقيا', 'بفكرك', 'بكتاباتك', 'بافعالك', 'باخلاقك', 'ستجذب', 'اليك', 'قلوب', 'الناس', 'وان', 'كانوا', 'يعرفون', 'عنك', 'اي', 'شيي']",1
"['ليله', 'القدر', 'خير', 'الف', 'شهر', 'مبروك', 'عواشركم']",1
"['نهاركم', 'مبروك', 'اعز', 'الناس']",1
"['حبابي', 'نهاركم', 'مبروك', 'تقبل', 'الله', 'صيامكم', 'كنبغيكم', 'ابن', 'جرير']",1
"['فاش', 'كيمشي', 'النعاس', 'كنتكا', 'وكنفكر', 'المستقبل', 'كنبغيكم', 'بزاف']",1
"['العيد', 'مبقا', 'ليه', 'والو', 'شكون', 'مسخاش', 'برمضان', 'ابن', 'جرير']",1
"['يتكلم', 'عنك', 'الناس', 'حالات', 'عندما', 'يملكون', 'تملك', 'عندما', 'يعجزون', 'ان', 'يكونوا', 'مثلك']",1
"['سلام', 'وجوه', 'الخير', 'واش', 'عرفتو', 'هاد', 'الممثلين', 'الزوينين']",1
"['هنييا', 'لكل', 'الاباء', 'بعيدهم', 'يصادف', 'الله', 'يخليك', 'لينا', 'ابي', 'العزيز']",1
"['الخير', 'حبابي', 'كنبغيكم', 'بزاف', 'ابن', 'جرير']",1
"['بصحه', 'صحوركم', 'كنبغيكم']",1
"['وجوه', 'الخير', 'شهيه', 'طيبه', 'بصحه', 'فطوركم']",1
"['وجوه', 'الخير', 'باركو', 'ليا', 'وليت', 'عم']",1
"['نهاركم', 'مبروك', 'كنتلفو', 'الوقت', 'شويا', 'مياذن', 'انا', 'واخي', 'الصغير', 'ابن', 'جرير']",1
"['وجوه', 'الخير', 'شكون', 'توحشني', 'انا', 'توحشتكم', 'احبكم', 'ابن', 'جرير']",1
"['اخر', 'رد', 'بجاي', 'علي', 'اغنيه', 'حليت', 'عيني']",1
"['بدايه', 'اسبوع', 'موفقه', 'كنبغيكم']",1
"['اصدقايي', 'حصلت', 'علي', 'الجايزه', 'الذهبيه', 'شركه', 'يوتوب']",1
"['الحمد', 'لله', 'كلشي', 'داز', 'مزيان', 'شكرا', 'الناس', 'ديال', 'فاش']",1
"['كنت', 'مريح', 'فكافي', 'وجات', 'حدايا', 'هاد', 'لمشيشه', 'وعجبها', 'لحال', 'سلام', 'ليله', 'سعيده', 'وجوه', 'الخير']",1
"['اليوم', 'غادي', 'تسمعو', 'الكور', 'مفاجاه', 'وجوه', 'الخير', 'شكون', 'بغا', 'يسمع', 'ابن', 'جرير']",1
"['قليل', 'مفاجاه', 'بصوتي', 'وصوت', 'الفنان', 'حديفه', 'شكون', 'يسمع']",1
"['احبابي', 'انا', 'فاش', 'كنت', 'صغير', 'كلشي', 'علي', 'اللبسه', 'والوقفه', 'والشوفه']",1
"['الخير', 'وجوه', 'الخير']",1
"['اختي', 'الصغيره', 'نسرين', 'كتسلم', 'عليكم']",1
"['الغروب', 'والجو', 'الجميل', 'مدينه', 'اسفي']",1
"['صوره', 'للذكري', 'ناس', 'عرفتهم', 'فقط', 'فالفيسبوك', 'وتلاقيتهم', 'ابن', 'جرير']",1
"['الحمد', 'لله', 'الحفل', 'داز', 'مزيان', 'شكرا', 'ناس', 'مدينه', 'البهجه', 'مراكش']",1
"['الحمد', 'لله', 'كلشي', 'داز', 'زوين', 'تسناو', 'اليديو', 'كنبغيكم']",1
"['نهاركم', 'مبروك', 'جمعه', 'مباركه', 'واجدين', 'ليوما', 'باش', 'تسمعوا', 'الاغنيه', 'الجديده']",1
"['نهاركم', 'مبروك', 'انشاء', 'الله', 'الاغنيه', 'الجديده']",1
"['سلام', 'وجوه', 'الخير', 'اي', 'كيتسني', 'الاغنيه', 'الجديده', 'يدير', 'يديو', 'صغير', 'يقول', 'الاسم', 'والمدينه', 'فين', 'ساكن']",1
"['وجوه', 'الخير', 'عندي', 'ليكم', 'مفاجاه', 'ليوم', 'شكون', 'بغا', 'يشوفها']",1
"['فينا', 'فهاد', 'الدنيا', 'بلاصتو', 'فاللخر', 'هنايا', 'كنتمنا', 'الناس', 'كيظنو', 'انهم', 'غادي', 'يديو', 'معاهم']",1
"['مي', 'لحبيبه', 'عام', 'ونتي', 'بخير', 'سنه', 'سعيده', 'الله', 'يخليك', 'لينا', 'احبك']",1
"['شي', 'دعوه', 'جدي', 'الله', 'يشافيه']",1
"['جدتي', 'الله', 'يخليها', 'لينا', 'دعيو', 'معاها', 'بالشفاء']",1
"['بصحه', 'غداكم', 'ونهاركم', 'مبروك']",1
"['زيدو', 'مرحبا', 'بيكم', 'بصحه', 'غداكم', 'طياب', 'لميمه', 'الله', 'يخليها', 'ليا']",1
"['البنك', 'الاسلامي', 'ديال', 'بصح', 'المغرب']",1
"['محفظه', 'منزليه', 'الصنع']",1
"['واخيرا', 'لقيت', 'مول', 'كاوكاو', 'تصورت', 'معاه', 'رجل', 'طيب', 'بزااف']",1
"['احسن', 'الحوايج', 'كيعجبوني', 'بزاف', 'فالصويره', 'الالوان', 'المتناسقه']",1
"['ضحك', 'للدنيا', 'تضحك', 'ليك']",1
"['قولوا', 'بصحه', 'الطربوش', 'الملكي']",1
"['الشعب', 'يحب', 'الملك', 'الملك', 'يحب', 'الشعب']",1
"['الحمد', 'لله', 'اختي', 'احلام', 'نجحات', 'خدات', 'الباكالوريا', 'ديالها']",1
"['النور', 'وجوه', 'الخير']",1
"['شحال', 'زوين', 'يكون', 'عندك', 'عمك', 'كيفهمك']",1
"['جو', 'فشكل', 'ولاكن', 'زوين', 'كنشوفكم', 'اوجوه', 'الخير']",1
"['الحمد', 'لله', 'كلشي', 'داز', 'مزيان', 'فرحنا', 'هادوك', 'الوليدات', 'والبنيات', 'الصغار', 'الله', 'معاهم']",1
"['راني', 'كنبغيك']",1
"['مختفون', 'كاين', 'الخير', 'المغاربه']",1
"['عيش', 'حياتك']",1
"['الله', 'يصبرك']",1
"['احلاها', 'مافي', 'شي', 'تاثيرها', 'علي', 'روحي']",1
"['ربي', 'يحفظ', 'بلادي', 'ويبعد', 'عنها', 'الحاقدين']",1
"['طاجين', 'كفته', 'والزيتون', 'والبطاطا']",1
"['يلا', 'نضحك', 'القلب']",1
"['كرهت', 'هدا', 'الروتين']",1
"['كرسي', 'واعر']",1
"['الحمد', 'لله', 'مزال', 'الخير', 'الناس']",1
"['ربي', 'يحفظ', 'بلاد', 'الحرميين']",1
"['كملت', 'المسلسل', 'المصري', 'ديال', 'هاني', 'سلامه', 'كنت', 'نتفرج']",1
"['اه', 'بصح', 'كوميم', 'كيبقاو', 'اجواء', 'زوينين']",1
"['لقينا', 'يدعمنا', 'بقي', 'لينا', 'ندعمو', 'اسراييل', 'الله', 'يصلح', 'الحال', 'صاف']",1
"['وي', 'زوين']",1
"['وي', 'واعر', 'بزاف']",1
"['ناريي', 'باش', 'فكرتيني', 'الزمن', 'الجميل']",1
"['الله', 'فين', 'لاحو', 'النص', 'الفوقاني', 'ديال', 'المغرب']",1
['مرحبا'],1
"['بغيت', 'نوض', 'ندير', 'لبغرير', 'خفتو', 'هاد', 'البرد', 'ميخمرش', 'ليا']",1
"['داكشي', 'ارزاق', 'معندك', 'مادير']",1
"['حنه', 'بزيت', 'زيتون']",1
"['حتي', 'تكونو', 'نتوما', 'دوله', 'باش', 'ترجعوا', 'صحرا', 'دوله', 'طفرتوه', 'نتوما', 'فموريتانيا', 'بقات', 'ليكم', 'صحرا']",1
"['الله', 'يفرحك', 'اسي', 'جواد']",1
"['كيجيتك', 'وانا', 'رومانسيه']",1
"['هادشي', 'عطي', 'الله']",1
"['فضايل', 'اللهجه', 'المغربيه', 'انها', 'صعيبه', 'علي', 'الانتحال', 'والتقمص', 'حاول', 'مره', 'اخري']",1
"['كيعجبهم', 'البلدي']",1
"['ايوا', 'شفتي', 'هانتا', 'جاوبتي', 'راسك', 'علي', 'كلامك', 'فتويت']",1
"['واخيرا', 'نقدرو', 'نصيفو', 'فطنجه', 'بلا', 'زحمه', 'الطرقات']",1
"['الله', 'يرحمنا', 'الخوت']",1
"['هادشي', 'صدق', 'ابداع', 'وفن', 'انا', 'طلعت', 'متنفهمش', 'ومكلخ']",1
