tweets,tweets_clean,preprocessed_text,type,type_encoded,class,class_encoded
عن الزبير بن العوام رضي الله عنه ان رسول الله قال لأن يأخذ أحدكم حبله ، فيأتي بحزمة الحطب على ظهره فيبيعها ، فيكف الله بها وجهه ، خير له من أن يسأل الناس ، أعطوه أو منعوه صحيح البخاري ,عن الزبير بن العوام رضي الله عنه ان رسول الله قال لأن يأخذ أحدكم حبله ، فيأتي بحزمة الحطب على ظهره فيبيعها ، فيكف الله بها وجهه ، خير له من أن يسأل الناس ، أعطوه أو منعوه صحيح البخاري,زبير بن عوام رضي الل عنه ان رسول الل قال لأن أخذ أحد حبل ، يأت حزم حطب ظهر يبيع ، يكف الل جهه ، خير سأل ناس ، أعطو منعو صحيح بخار,neutral,0,standard,0
تأجيل المباراة الاستعراضية بين الرجاء والوداد في الإمارات ,تأجيل المباراة الاستعراضية بين الرجاء والوداد في الإمارات,أجيل مبارا استعراضي رجاء الوداد إمار,neutral,0,standard,0
المهم ليس الحفظ بالنسبة لي ولا أريد متعلما يحفظ المعلومات ليقوم بارجاعها لي يوم الامتحان أريد من يفهم الإشكالية الفلسفية ولديه قدرات على التحليل العقلاني والنقد البناء ولابأس إن كان مشاغبا,المهم ليس الحفظ بالنسبة لي ولا أريد متعلما يحفظ المعلومات ليقوم بارجاعها لي يوم الامتحان أريد من يفهم الإشكالية الفلسفية ولديه قدرات على التحليل العقلاني والنقد البناء ولابأس إن كان مشاغبا,مهم حفظ نسب أريد متعلما حفظ معلوم يقوم ارجاع يوم امتحان أريد فهم إشكالي فلسفي لدي قدر تحليل عقلان النقد بناء لابأس مشاغبا,neutral,0,standard,0
تجاهل التغريدة هو الحل,تجاهل التغريدة هو الحل,جاهل تغريد الحل,neutral,0,standard,0
اه الصورة كانت قبل المغرب لكني شفت فيديوهات بزاف دبا كيبينو باللي المنصة خاوية عامرة غ بالمخازنية اما مسألة شوهة تيفي ف بلا ما تيقيها لانها تلعب لصالحهم بزاف د الناس دايرين لايف دازو من حدا منصة السويسي و بينو باللي راه يغني بوحدو,اه الصورة كانت قبل المغرب لكني شفت فيديوهات بزاف دبا كيبينو باللي المنصة خاوية عامرة غ بالمخازنية اما مسألة شوهة تيفي ف بلا ما تيقيها لانها تلعب لصالحهم بزاف د الناس دايرين لايف دازو من حدا منصة السويسي و بينو باللي راه يغني بوحدو,اه صور كانت مغرب كني شفت يديوه زاف دبا كيبينو الل منص خاوي عامر مخازني اما مسأل شوه يفي بلا يقي انها لعب صالح زاف ناس داير ايف دازو حدا منص سويس ينو الل راه غني وحدو,neutral,0,dialectal,1
مجرد ملاحظة يعني,مجرد ملاحظة يعني,مجرد ملاحظ عني,neutral,0,standard,0
خصهم يتعالجوا فآقرب وقت,خصهم يتعالجوا فآقرب وقت,خصهم تعالجوا آقرب وقت,neutral,0,dialectal,1
القضاء يطوي ملف ناشطة إسبانية تؤازر المهاجرين غير النظاميين ,القضاء يطوي ملف ناشطة إسبانية تؤازر المهاجرين غير النظاميين,قضاء طوي ملف اشط إسباني ؤازر مهاجر نظامي,neutral,0,standard,0
إياك أن تأذي روح لا يسمع أنينها الا الله,إياك أن تأذي روح لا يسمع أنينها الا الله,أذي روح سمع أنين الا الل,neutral,0,standard,0
ماذهب فاتركه يذهب لا أريد شيئا ملطخا بالرجاء حتى وإن كانت الحياة,ماذهب فاتركه يذهب لا أريد شيئا ملطخا بالرجاء حتى وإن كانت الحياة,ماذهب اترك ذهب أريد شيئا ملطخا رجاء كانت حيا,neutral,0,standard,0
تقريبا ,تقريبا,قريبا,neutral,0,standard,0
لم تكشف كل أسرارها حتى الآن,لم تكشف كل أسرارها حتى الآن,كشف أسرار,neutral,0,standard,0
لا تغتري بالبلا بلا بلا بلا و الكلام عن الحريات لن ترضى عنك اليهود والنصارى حتى تتبع ملتهم,لا تغتري بالبلا بلا بلا بلا و الكلام عن الحريات لن ترضى عنك اليهود والنصارى حتى تتبع ملتهم,غتر بلا بلا بلا بلا كلام حري رضى عنك يهود النصارى تبع ملت,neutral,0,standard,0
اكتسب مهارة الأستماع أكثر من الكلام,اكتسب مهارة الأستماع أكثر من الكلام,اكتسب مهار أستماع كلام,neutral,0,standard,0
حدراف لاعب مهم في التشكيلة الرجاوية لكن مكيلعبش فبلاصة الحافيظي حيت الخطورة ديالو من الاطراف الحافيظي بوحدو في النص لي قادر على نقل الكورة من الدفاع للهجوم وبناء الهجمة على الاطراف والهجوم بشكل سليم وسريع بلمسات فنية من غير مجهود بدني كبير,حدراف لاعب مهم في التشكيلة الرجاوية لكن مكيلعبش فبلاصة الحافيظي حيت الخطورة ديالو من الاطراف الحافيظي بوحدو في النص لي قادر على نقل الكورة من الدفاع للهجوم وبناء الهجمة على الاطراف والهجوم بشكل سليم وسريع بلمسات فنية من غير مجهود بدني كبير,حدراف اعب مهم تشكيل رجاوي مكيلعبش بلاص حافيظ حيت خطور ديالو اطراف حافيظ وحدو النص قادر نقل كور دفاع هجوم بناء هجم اطراف الهجوم شكل ليم سريع لمس نية مجهود دني كبير,neutral,0,dialectal,1
شوف أش كيكولك إحساسك ماشي بالضروري تبع الجماعة,شوف أش كيكولك إحساسك ماشي بالضروري تبع الجماعة,شوف أش كيكول إحساس ماش ضرور تبع جماع,neutral,0,dialectal,1
ادخل و تعرف لاش حنا باقييين معطليين,ادخل و تعرف لاش حنا باقييين معطليين,ادخل عرف لاش حنا اقي معطلي,neutral,0,dialectal,1
ما كان يبدو مستحيلا,ما كان يبدو مستحيلا,بدو مستحيلا,neutral,0,standard,0
لفرق بين تصرف لبنات ولولاد,لفرق بين تصرف لبنات ولولاد,فرق صرف بنات لولاد,neutral,0,dialectal,1
هانية حنا هنا باش نشجعوا المواهب الكوميدية الجديدة,هانية حنا هنا باش نشجعوا المواهب الكوميدية الجديدة,هاني حنا شجعوا مواهب كوميدي جديد,neutral,0,dialectal,1
نصيحة اليوم الكلام الناقس مورا الظهر كيبقا ديما مورا الظهر وكيخليك ديما تزيد لقدام ,نصيحة اليوم الكلام الناقس مورا الظهر كيبقا ديما مورا الظهر وكيخليك ديما تزيد لقدام,صيح يوم كلام ناقس مورا ظهر كيبقا ديما مورا ظهر كيخلي ديما زيد قدام,neutral,0,dialectal,1
لا يعلم ما فى القلوب الا الله,لا يعلم ما فى القلوب الا الله,علم فى قلوب الا الل,neutral,0,standard,0
والو غير ناس كتقبل الضحك وناس لا,والو غير ناس كتقبل الضحك وناس لا,الو ناس كتقبل ضحك ناس,neutral,0,dialectal,1
آمين يارب العالمين,آمين يارب العالمين,آمين ارب عالم,neutral,0,standard,0
الصورة لوحدها تخليك متصدقيش ,الصورة لوحدها تخليك متصدقيش,صور وحد خلي متصدقيش,neutral,0,dialectal,1
أن لا يستحقني الا من تمسك بي,أن لا يستحقني الا من تمسك بي,ستحقن الا مسك,neutral,0,standard,0
التربية من البيوت هي الاساس و لكن ماشي كافية ضروري من الاحتكاك بالمجتمع لتكتمل المواصفات,التربية من البيوت هي الاساس و لكن ماشي كافية ضروري من الاحتكاك بالمجتمع لتكتمل المواصفات,تربي بيوت اساس ماش كافي ضرور احتكا مجتمع تكتمل مواصف,neutral,0,dialectal,1
 طبعا اخرجت عن اطارها السلمي بفعلة فاعل ، ولا شك في ذلك ،,طبعا اخرجت عن اطارها السلمي بفعلة فاعل ، ولا شك في ذلك ،,طبعا اخرجت اطار سلم فعل اعل ، شك ،,neutral,0,standard,0
أو لسبب آخر يهمه هو شخصيا و ليس له علاقة بفرعون أو قيصر أو روما,أو لسبب آخر يهمه هو شخصيا و ليس له علاقة بفرعون أو قيصر أو روما,سبب آخر همه شخصيا علاق فرع قيصر روما,neutral,0,standard,0
 اه فهمت و حتى انا فقط للاشارة ,اه فهمت و حتى انا فقط للاشارة,اه همت فقط اشار,neutral,0,dialectal,1
عالق في أذهاننا,عالق في أذهاننا,عالق أذهان,neutral,0,standard,0
